,Item_Outlet_Sales
245,1964.4234869528448
246,753.6536461317265
247,608.7142334691475
248,244.29549597356072
249,3835.0059109919243
250,3853.128747189924
251,367.64946064009257
252,329.51693852545696
253,1745.9659064159275
254,3907.8883655269237
255,1642.0232305463985
256,3974.211176400846
257,3845.4954477540814
258,1120.4603585788705
259,655.6652135328853
260,3307.2067905789
261,2158.4689201210454
262,2355.159934909729
263,4110.057982415123
264,2923.954284422889
265,2757.436359004574
266,2630.485533288281
267,3344.2832954894448
268,1903.356516533311
269,3821.405062074619
270,3384.220066976071
271,1860.0669903729176
272,3821.405062074619
273,2476.433904853787
274,809.5478075519427
275,1319.3640286835955
276,2914.4502933416766
277,992.023391186764
278,1903.356516533311
279,1825.3983092988433
280,2440.0768924161034
281,2550.0074380257843
282,2501.649029234179
283,2457.4028811139606
284,5978.79999987305
285,4141.091725856493
286,367.5487597383341
287,1413.2595419308354
288,886.7186602582798
289,886.7186602582798
290,661.7809808703838
291,1903.356516533311
292,1694.0704354071215
293,2147.5761087747615
294,3821.405062074619
295,3120.794689288272
296,2078.7376800069865
297,2627.622700444618
298,332.0679970460769
299,419.92888162483763
300,587.1853447189485
301,3035.5298640064466
302,3869.9612888511024
303,1709.3355977763667
304,1495.952959677976
305,2488.0160826025153
306,4201.740055880868
307,1642.2554919530885
308,2957.7369609559164
309,4151.871866849356
310,1395.5545869304503
311,3695.941651104581
312,1781.799786921777
313,2153.2973627096335
314,1746.6711888643679
315,1116.1183142545542
316,3934.1212452699688
317,3120.794689288272
318,3781.7718939582196
319,1766.0702103985327
320,1720.5068955220554
321,1747.9542248500375
322,2838.1261496697753
323,3049.175745001593
324,3281.141179697501
325,3082.767014411016
326,240.5297764897717
327,2057.0193418688714
328,930.9648083784986
329,524.7919850395814
330,446.6954179794235
331,3542.330187485025
332,4713.166989688717
333,133.48090569211845
334,1709.3355977763667
335,1966.6336883933552
336,1025.9451245037499
337,1635.4328701274185
338,3242.9538833258043
339,3170.258174212515
340,2774.0648234726136
341,681.4775484230513
342,2745.716540268644
343,3798.604435619398
344,1694.0704354071215
345,2600.633488964866
346,2518.4698515334944
347,5892.240984835054
348,2457.4028811139606
349,1557.7231053398566
350,3077.50516312788
351,760.1857912513674
352,325.0808624490871
353,681.4775484230513
354,3441.944280821677
355,2923.9445146270236
356,4022.2133897015337
357,922.4477299271913
358,2881.412817284015
359,2854.9469719690906
360,530.2642737554739
361,2152.640407655933
362,1478.248004677591
363,722.0121332713308
364,524.7919850395814
365,1766.0702103985327
366,1663.8740726278913
367,1812.5535086739676
368,2639.258707673796
369,2576.1319822233368
370,3974.211176400846
371,421.6629708727211
372,364.62515391520054
373,3838.225884373934
374,4219.885966359038
375,1551.1909602202156
376,4467.141895973901
377,596.0820736197373
378,2555.5463564440392
379,3468.3984067747383
380,1529.0333415784053
381,3035.5298640064466
382,1466.528185941661
383,56.6702970136262
384,1778.6153870080866
385,364.3116923088448
386,515.9800558463268
387,2838.1261496697753
388,2067.7584692067035
389,1467.0943882251688
390,3120.794689288272
391,4106.955569538338
392,2040.1985195695563
393,407.54471201759424
394,2144.5550161494816
395,2333.3219893766545
396,1395.5545869304503
397,1778.6153870080866
398,2733.5273286658603
399,1617.8243967950325
400,2086.78949294653
401,832.7660977219787
402,2590.3448117851913
403,352.18469523287104
404,2665.7245529887205
405,3281.141179697501
406,841.944770574158
407,3149.550805241122
408,1369.9700157704422
409,265.5966514229709
410,3120.794689288272
411,2630.485533288281
412,848.5450022782431
413,2846.1104655858553
414,2023.5772269971426
415,337.48587730255326
416,3441.944280821677
417,696.2923295172382
418,613.8343574480598
419,5287.654054217215
420,1689.0110734674856
421,1132.1192221641872
422,1035.3129173471573
423,1979.3423732215786
424,2141.058229907205
425,3556.9769873255523
426,3934.1212452699688
427,1316.4035691383724
428,3652.11706676563
429,1035.3129173471573
430,1401.9411397671083
431,2622.4378853744806
432,389.9793443026073
433,1927.446902212772
434,2577.2244186072307
435,5675.11223976726
436,257.1745224231599
437,1510.383914385562
438,3283.5248534284265
439,2430.0566196602854
440,1860.0669903729176
441,2838.1261496697753
442,660.5632598483267
443,1411.4023456427024
444,2848.1397006586235
445,1928.9196853927772
446,2753.2081658942634
447,3939.7049409645556
448,5287.654054217215
449,2136.683598565966
450,332.0679970460769
451,235.82472392971343
452,3120.794689288272
453,2114.1012472185025
454,2831.591146003983
455,1672.8686934416435
456,1652.9883501300228
457,1471.5875478812968
458,3767.9872932178228
459,1642.2554919530885
460,2454.981568660417
461,1947.60266465353
462,981.6989763835311
463,2156.538303853056
464,4937.688689985657
465,424.3655343169088
466,1495.952959677976
467,677.1295465916959
468,4138.857752354512
469,1722.9685444080308
470,4097.805058242253
471,1428.223167942017
472,2576.1319822233368
473,45.48064846182603
474,-5.604209969234433
475,798.6552444137649
476,3120.794689288272
477,2896.7373038414426
478,281.55442675963684
479,705.7541542860671
480,3652.6521249441894
481,1302.1939045327217
482,2441.6835998755046
483,3869.9612888511024
484,3907.8883655269237
485,2006.5593538030248
486,3669.4846666053677
487,2794.8366235093836
488,4002.0650617901056
489,1288.7508271950405
490,2292.1672221699414
491,4039.9093896335407
492,2907.915289675884
493,1395.5545869304503
494,348.5677567164404
495,3082.767014411016
496,1933.969718021866
497,4228.205901195794
498,3120.794689288272
499,2333.3219893766545
500,2275.612050277556
501,515.9800558463268
502,1387.4157343514082
503,3898.317210429977
504,729.2454191606386
505,3082.1700038900567
506,267.65951446599036
507,1903.356516533311
508,2814.978932030691
509,3533.383331518222
510,3296.7972105356725
511,4218.884628907023
512,184.1489270293043
513,1746.6711888643679
514,2838.1261496697753
515,2576.129123677185
516,326.3222182888567
517,4134.626768779759
518,2439.676523813036
519,515.3317308356061
520,1860.0669903729176
521,576.6288980878334
522,661.7809808703838
523,2093.3216380661706
524,5638.886289522778
525,6019.316317807165
526,2770.0289881935787
527,1659.5770014903844
528,519.1207847292305
529,3165.0537090808457
530,1211.6556690928394
531,3270.208418303435
532,1589.9430142878127
533,1933.969718021866
534,633.6337137098594
535,3241.874259953042
536,1879.0980141127432
537,3560.4093069488003
538,2166.2733542875967
539,3907.8883655269237
540,2576.1319822233368
541,407.54471201759424
542,1395.5545869304503
543,281.55442675963684
544,4019.723904737176
545,6089.059969920617
546,2401.465838060873
547,466.8205184982623
548,3949.44241387838
549,4734.307079837347
550,1065.9991015900725
551,1689.0110734674856
552,349.90490324915737
553,3840.4360858144455
554,2301.718602826486
555,1434.0654821002481
556,3267.044269005267
557,407.7329506962802
558,2725.78284007336
559,3181.38503338644
560,2532.842456062945
561,891.8345284386363
562,3201.4761451184813
563,3120.794689288272
564,3157.549211782871
565,3865.6506155241964
566,4200.550559910411
567,2439.676523813036
568,1790.200760191492
569,3137.615511587587
570,1272.8799453679592
571,2708.962017774045
572,1431.257050929792
573,1561.9359622896677
574,2600.633488964866
575,240.5297764897717
576,219.00390163039881
577,848.5450022782431
578,587.1853447189485
579,2189.0821216096
580,3009.064018691522
581,390.91212839696567
582,3846.968230934086
583,2590.3448117851913
584,1589.9430142878127
585,3049.175745001593
586,3889.8832696845234
587,661.7809808703838
588,3181.38503338644
589,2606.7451837118915
590,4209.139243213308
591,1347.1491925897005
592,2532.842456062945
593,3122.7382307312137
594,3186.124361367978
595,661.7809808703838
596,2170.961306476418
597,2067.7584692067035
598,2814.978932030691
599,2190.0506520666895
600,3082.767014411016
601,2840.542100890158
602,2401.465838060873
603,1903.356516533311
604,2183.094176586912
605,5773.614866379711
606,2100.308868029263
607,1455.8989825916535
608,765.3016594317239
609,355.26009907124535
610,357.1115210352304
611,1928.9196853927772
612,3350.494769937201
613,3344.7746836545016
614,2482.9660499734277
615,332.0679970460769
616,1611.5984488750578
617,847.0606387545146
618,1103.2216397652808
619,359.98837644076974
620,433.2660119168464
621,228.12476163630546
622,1860.0669903729176
623,2622.4378853744806
624,2838.1261496697753
625,2158.4689201210454
626,419.92888162483763
627,3114.2596856224795
628,1510.383914385562
629,930.9648083784986
630,2152.640407655933
631,1847.4680820279461
632,1438.1940275912682
633,1126.9925036985114
634,1114.511606795153
635,258.2347314901569
636,2158.4689201210454
637,621.723576593013
638,1347.1491925897005
639,2996.5992825011463
640,758.2334187285965
641,2457.4028811139606
642,5287.654054217215
643,3184.9546457071383
644,1652.253692426733
645,2414.113354953569
646,2109.488522482743
647,2622.4378853744806
648,1030.1970491668008
649,506.715769875764
650,1984.967345318646
651,4152.568596154105
652,1767.8089301371272
653,2868.73935115833
654,2881.412817284015
655,3869.9612888511024
656,765.3016594317239
657,386.1414901381449
658,4900.93416749106
659,4738.755779902759
660,2886.6004909003045
661,3344.2832954894448
662,3937.007468755901
663,3798.604435619398
664,655.6652135328853
665,1709.3355977763667
666,2796.4948335085032
667,1678.7223962878118
668,2622.4378853744806
669,3242.9538833258043
670,681.4775484230513
671,3308.0201611599023
672,3937.007468755901
673,1847.3575994522407
674,57.88566331529226
675,1624.2692111137221
676,1779.2756247960044
677,396.14716740628745
678,1922.3875402731362
679,2838.1261496697753
680,1678.7223962878118
681,5946.710390984148
682,2112.004617326922
683,568.7445158464031
684,2388.24273522605
685,3077.50516312788
686,2091.848854886166
687,3194.869566474282
688,3425.1117391604985
689,100.0357767806411
690,6596.04159174838
691,1327.881107134903
692,2024.4689430463109
693,2156.0476076675022
694,390.91212839696567
695,1689.0110734674856
696,3932.146373510531
697,613.3755865296341
698,2953.9931237546266
699,2414.113354953569
700,3712.7624734038964
701,2006.5593538030248
702,1678.7223962878118
703,515.3317308356061
704,1797.6018968933208
705,3092.4652711619847
706,681.4775484230513
707,3790.5553764544266
708,3268.5170521852715
709,3198.587592338802
710,3347.636944559186
711,2926.0186785829023
712,3653.1061139546955
713,795.9148609202789
714,1635.4328701274185
715,2555.5463564440392
716,2576.1319822233368
717,226.9238240935663
718,2919.126820284593
719,618.5632601459233
720,1559.3298127992578
721,705.7541542860671
722,326.3222182888567
723,2606.7451837118915
724,3351.306828774142
725,2881.412817284015
726,1083.7029775381181
727,1720.5068955220554
728,5330.940721831454
729,2854.9469719690906
730,1652.253692426733
731,1678.7223962878118
732,3120.794689288272
733,332.0679970460769
734,2246.8068529108273
735,2059.049513447784
736,3082.1700038900567
737,765.3734648676566
738,3733.644623024234
739,1689.0110734674856
740,2050.032111905779
741,2045.9299754796186
742,3194.86670792813
743,2457.4028811139606
744,3947.978296657801
745,2060.7608914168395
746,4013.6023702972466
747,3105.9174084318984
748,4219.885966359038
749,930.9648083784986
750,6019.316317807165
751,2923.9445146270236
752,2622.4378853744806
753,852.2797503080357
754,2086.78949294653
755,2957.7369609559164
756,2093.3216380661706
757,2083.4880457299478
758,2158.4689201210454
759,1118.0350955057618
760,3826.895867446879
761,2093.3216380661706
762,3063.8640223568395
763,1395.5545869304503
764,2774.0648234726136
765,2114.1012472185025
766,4937.688689985657
767,2115.1793939606537
768,1689.0110734674856
769,2560.642899715924
770,1288.8226326309732
771,3315.719629581881
772,2914.4502933416766
773,57.88566331529226
774,349.90490324915737
775,2868.73935115833
776,2984.534858725192
777,2868.73935115833
778,2457.4028811139606
779,4200.221419882781
780,1561.0507668770938
781,1928.9196853927772
782,1171.2386518187304
783,606.8434414099933
784,2517.4068671217806
785,763.5499763516176
786,1510.383914385562
787,3122.95438415351
788,641.3123682893689
789,1860.0669903729176
790,2958.696441461895
791,2996.7485106880417
792,576.6288980878334
793,4135.508030161907
794,1920.1773388326258
795,1304.8167673123817
796,3733.644623024234
797,765.3016594317239
798,2614.4327958624153
799,540.1522339754324
800,1512.9607959994585
801,3198.587592338802
802,2487.9899704604372
803,376.71670716231097
804,1516.0402866388645
805,3075.5838410927695
806,2612.886504717936
807,3233.4051429678243
808,2874.8806721643746
809,2457.4028811139606
810,2093.3216380661706
811,2951.204815836276
812,1642.2554919530885
813,1413.2595419308354
814,2457.4028811139606
815,2931.271115640992
816,2709.970701108939
817,4160.419099945026
818,2622.435026828329
819,2951.204815836276
820,107.7551554446867
821,4677.9080506953815
822,224.132057355951
823,1663.8740726278913
824,592.7501260693722
825,1438.1940275912682
826,2606.7451837118915
827,3184.9546457071383
828,656.6651126900273
829,707.0678747153809
830,1395.5545869304503
831,180.27826538164814
832,3826.6717626907107
833,1903.356516533311
834,2122.027206167378
835,2600.633488964866
836,3077.50516312788
837,2794.8366235093836
838,2482.9660499734277
839,618.2891362508517
840,4702.001257408162
841,487.8491124677619
842,366.86213422360134
843,845.9314406844057
844,2708.962017774045
845,569.6250891205242
846,1801.3079236193819
847,722.0121332713308
848,1743.9125917567223
849,2774.0648234726136
850,3113.5178568867727
851,4166.425297799557
852,6202.304080512066
853,2838.1261496697753
854,692.3941823589388
855,4469.129943871834
856,1722.9685444080308
857,2753.2081658942634
858,395.13969716412805
859,3625.706786230142
860,1903.356516533311
861,5918.697969334267
862,1990.1968184279233
863,1327.881107134903
864,1678.7223962878118
865,515.9800558463268
866,6089.059969920617
867,2871.160767181285
868,2185.3043780274234
869,4174.380272603293
870,2158.4689201210454
871,378.5071135434995
872,1059.3386447937783
873,2708.962017774045
874,2520.680052974006
875,107.7551554446867
876,1205.069532077995
877,1327.8892902642829
878,654.0311147286858
879,804.4319393715862
880,1589.9430142878127
881,5330.940721831454
882,2840.542100890158
883,1411.4023456427024
884,4745.2879250224005
885,2577.2244186072307
886,2590.3448117851913
887,559.8477869456143
888,390.91212839696567
889,2659.19240786908
890,967.8811565689683
891,1369.9700157704422
892,1413.2595419308354
893,3157.549211782871
894,1368.363308311041
895,3773.7345541551113
896,3818.9837496210757
897,1845.995298847941
898,1316.3317637024397
899,1421.691022822376
900,419.92888162483763
901,1947.60266465353
902,2411.6920425000253
903,315.39654278031554
904,3198.587592338802
905,2590.3448117851913
906,2098.50931168246
907,1510.383914385562
908,2874.8806721643746
909,695.1104950547151
910,2925.6589654042336
911,145.0927592772873
912,2708.962017774045
913,1922.3875402731362
914,2481.493266793423
915,2888.911133955081
916,726.2527828977134
917,1920.1773388326258
918,6580.68746809048
919,1551.1909602202156
920,2524.6092790293355
921,1678.7223962878118
922,2637.74007167571
923,2236.430833800353
924,672.326956615462
925,1689.0110734674856
926,2136.493932454463
927,3910.774589012856
928,2152.7780486431348
929,1643.3875656544988
930,145.0927592772873
931,5927.059794821714
932,3838.225884373934
933,2457.4028811139606
934,4917.754989790374
935,1903.356516533311
936,252.45353940754657
937,2476.433904853787
938,247.61546073541055
939,4017.497844015086
940,5287.654054217215
941,1903.356516533311
942,2294.0066215476813
943,348.8888193453915
944,1363.438604047257
945,219.00390163039881
946,760.1857912513674
947,722.0121332713308
948,2771.0318546233816
949,1116.4126230969493
950,3821.405062074619
951,4221.673756076152
952,1434.6848668703128
953,1978.3786939582844
954,1032.121664212332
955,1387.4157343514082
956,1400.238686629006
957,2488.153723589717
958,936.6023121785236
959,2527.2121980936463
960,2128.8254396262373
961,4153.344650029362
962,3077.50516312788
963,660.4701854213284
964,1937.4968728074366
965,1920.1773388326258
966,2083.4880457299478
967,3441.944280821677
968,2638.0692117033404
969,364.3116923088448
970,5287.654054217215
971,2152.7780486431348
972,5304.474876516529
973,2703.4385559892985
974,641.3123682893689
975,2962.924634572206
976,1102.9179485391726
977,2067.7584692067035
978,2899.193120089309
979,1790.200760191492
980,2579.148359214089
981,1277.102813895043
982,2665.672491613653
983,4265.721720792962
984,3077.50516312788
985,1471.5875478812968
986,3184.9546457071383
987,922.4477299271913
988,1349.113734018672
989,3259.7747056251196
990,1672.8686934416435
991,1678.7223962878118
992,2670.8757601424486
993,4070.496388909033
994,5993.08343806412
995,3843.7284091080573
996,2520.680052974006
997,1678.7223962878118
998,2228.278237100731
999,1355.8460269269453
1000,3101.798038150843
1001,2607.1656340845066
1002,3082.767014411016
1003,3896.4182733503158
1004,1709.3355977763667
1005,2880.6647582624973
1006,3364.8120603042585
1007,1804.178555867553
1008,3120.79183074212
1009,3934.1212452699688
1010,2083.4880457299478
1011,390.91212839696567
1012,2457.4028811139606
1013,1132.108371878868
1014,1176.354519999087
1015,1852.5181146570349
1016,1346.9449651909947
1017,2896.7373038414426
1018,2975.5172637612104
1019,2790.885645771929
1020,5993.08343806412
1021,2083.4880457299478
1022,3105.9174084318984
1023,355.26009907124535
1024,632.8833984714771
1025,765.3016594317239
1026,3705.5262463845643
1027,3120.794689288272
1028,2622.4378853744806
1029,3242.9538833258043
1030,1017.4280460524426
1031,2067.7584692067035
1032,2790.885645771929
1033,1387.4157343514082
1034,1559.3298127992578
1035,5721.857564468882
1036,4016.723601548588
1037,1635.4328701274185
1038,5335.341338105877
1039,2024.4689430463109
1040,2590.3448117851913
1041,2853.447777681051
1042,466.8205184982623
1043,6008.902353950217
1044,2457.4028811139606
1045,2086.78949294653
1046,286.1707056275348
1047,1033.1784551329165
1048,2600.633488964866
1049,2826.5404954171886
1050,964.3583286685267
1051,2169.190737142219
1052,459.24232000035835
1053,3773.7345541551113
1054,1399.1355530873384
1055,2109.051214589415
1056,2612.886504717936
1057,2177.499943860872
1058,3168.481973176937
1059,1903.356516533311
1060,1801.3079236193819
1061,2474.223703413276
1062,2973.0746929991
1063,700.9112608102461
1064,102.63928726433016
1065,6276.511458612172
1066,603.598365288791
1067,3695.938792558429
1068,4219.885966359038
1069,94.44144478403456
1070,756.4977500178094
1071,1927.446902212772
1072,1445.5216370811318
1073,1692.7375126022316
1074,3547.9138831796117
1075,3846.968230934086
1076,661.7809808703838
1077,2055.2197855220684
1078,1352.265060770057
1079,1261.394224242049
1080,1635.4328701274185
1081,1405.1206893517935
1082,332.0679970460769
1083,3814.2667478372437
1084,1273.0422375420465
1085,1947.60266465353
1086,1831.4793342710614
1087,1383.7962019926947
1088,2501.649029234179
1089,1304.8167673123817
1090,3497.1977999549877
1091,1925.1077504381938
1092,4496.056549469042
1093,3826.6717626907107
1094,986.8148445638876
1095,2248.4135603702284
1096,880.1865151386389
1097,1215.8655494889408
1098,4115.636078809294
1099,1400.238686629006
1100,2476.433904853787
1101,1505.2680462052056
1102,1768.1235250577379
1103,606.8434414099933
1104,710.3641199713334
1105,1659.5770014903844
1106,1035.3129173471573
1107,2899.193120089309
1108,125.75079682181213
1109,2838.1261496697753
1110,1768.1235250577379
1111,2665.7245529887205
1112,681.7109177219012
1113,3198.587592338802
1114,2024.4689430463109
1115,4169.617160979769
1116,2914.4502933416766
1117,2024.4689430463109
1118,3560.4093069488003
1119,4022.2133897015337
1120,4702.001257408162
1121,3254.629481564495
1122,3695.941651104581
1123,3120.794689288272
1124,3211.690388773597
1125,2607.1656340845066
1126,239.32883894703255
1127,800.575407660627
1128,1395.5545869304503
1129,2228.278237100731
1130,3852.1559045503755
1131,1187.36457707761
1132,1507.9014340598226
1133,3198.587592338802
1134,332.0679970460769
1135,2067.7584692067035
1136,2155.7146223057925
1137,5378.549753702538
1138,1185.757869618209
1139,3108.3301832704833
1140,1678.7223962878118
1141,1860.0669903729176
1142,891.8345284386363
1143,2193.3513397959564
1144,2122.027206167378
1145,378.2493347350602
1146,2141.6098006348197
1147,389.61502228664665
1148,1551.1909602202156
1149,337.4998883956912
1150,3488.6955577063186
1151,700.9112608102461
1152,3542.330187485025
1153,608.7142334691475
1154,2838.1261496697753
1155,2501.649029234179
1156,3855.030542815737
1157,3192.8403314015136
1158,1395.281923118605
1159,2327.060023315576
1160,921.7832065985327
1161,3194.869566474282
1162,4015.250788862677
1163,1933.969718021866
1164,349.90490324915737
1165,2093.3216380661706
1166,3937.007468755901
1167,1635.4328701274185
1168,1645.7215473070921
1169,2050.032111905779
1170,2256.612395451124
1171,3934.1212452699688
1172,2983.8625161367377
1173,1866.1510612886989
1174,1510.383914385562
1175,2129.2047857813527
1176,922.4477299271913
1177,681.7109177219012
1178,3592.4995075743354
1179,2790.885645771929
1180,1882.9718835880137
1181,2122.027206167378
1182,2457.4028811139606
1183,2873.8120587070007
1184,2377.568137496873
1185,650.1329675703864
1186,2167.4344410417225
1187,2457.4028811139606
1188,3120.794689288272
1189,1126.9925036985114
1190,1176.354519999087
1191,547.442772092148
1192,3105.9174084318984
1193,3366.0898820202456
1194,5974.416449074673
1195,377.1072777068756
1196,204.18413048830809
1197,760.1857912513674
1198,765.3016594317239
1199,1527.4670344886438
1200,2155.7146223057925
1201,2457.4028811139606
1202,2501.649029234179
1203,2266.0221402346706
1204,513.6952494762193
1205,1678.7223962878118
1206,2414.113354953569
1207,4118.924859903006
1208,622.38960186829
1209,1721.2858745814144
1210,3732.6961735991804
1211,2622.435026828329
1212,650.1329675703864
1213,2482.9660499734277
1214,2303.8870409058713
1215,1510.383914385562
1216,4178.55218112188
1217,1111.0024460741977
1218,1933.969718021866
1219,1903.356516533311
1220,1132.1192221641872
1221,5287.654054217215
1222,2457.4028811139606
1223,1773.5173937095037
1224,393.1119285978005
1225,3077.50516312788
1226,2481.493266793423
1227,1245.4613010346472
1228,1445.449831645199
1229,1073.9366065825943
1230,930.9648083784986
1231,1678.7223962878118
1232,3284.69443902335
1233,378.5884503898831
1234,367.5487597383341
1235,3009.064018691522
1236,2868.73935115833
1237,2874.8806721643746
1238,630.463151517476
1239,3576.6728576786136
1240,2295.6133290070825
1241,3270.208418303435
1242,2457.4028811139606
1243,3184.9546457071383
1244,4148.695645691859
1245,2838.1261496697753
1246,2156.538303853056
1247,765.3016594317239
1248,3958.4071592677283
1249,2162.246767425433
1250,386.1414901381449
1251,3506.104237240543
1252,1601.9692534600756
1253,1288.7508271950405
1254,1947.60266465353
1255,4209.247192048816
1256,501.29023462275273
1257,2457.4028811139606
1258,4352.323419236067
1259,593.19566191524
1260,3194.86670792813
1261,2639.258707673796
1262,3018.0821944886
1263,1350.6583533106561
1264,366.86213422360134
1265,1709.3355977763667
1266,3869.9612888511024
1267,1933.969718021866
1268,5763.88346076954
1269,414.1281158693067
1270,360.03338319366696
1271,1722.9685444080308
1272,1393.9478794710492
1273,241.5064007686154
1274,2962.924634572206
1275,6158.016075445813
1276,2838.1261496697753
1277,2914.4502933416766
1278,1678.7223962878118
1279,891.8345284386363
1280,1903.356516533311
1281,2834.0099557705175
1282,3289.4832918241273
1283,585.9470954074678
1284,5400.264507896765
1285,1108.3375079456373
1286,3493.699222387076
1287,175.16239720129158
1288,1025.9451245037499
1289,1502.2450618065202
1290,2874.8806721643746
1291,1966.6336883933552
1292,1678.7223962878118
1293,2740.418653134827
1294,1.6849367038752654
1295,1395.5545869304503
1296,1966.817523889366
1297,1445.449831645199
1298,368.626495598733
1299,2590.3448117851913
1300,1152.2617253087428
1301,426.7338667972056
1302,4095.216592895445
1303,1947.60266465353
1304,1559.3298127992578
1305,479.2255333517285
1306,922.4477299271913
1307,891.906333874569
1308,4179.706466676119
1309,1903.356516533311
